,_step,train/rewards/accuracies,train/logps/rejected,train/logits/rejected,_runtime,train/loss,train/grad_norm,train/rewards/margins,train/learning_rate,train/epoch,train/logps/chosen,train/rewards/chosen,train/logits/chosen,_timestamp,train/rewards/rejected,train/global_step,eval/rewards/chosen,eval/rewards/margins,eval/logits/rejected,eval/loss,eval/logps/rejected,eval/rewards/rejected,eval/logps/chosen,eval/logits/chosen,eval/steps_per_second,eval/samples_per_second,eval/rewards/accuracies,eval/runtime
97,97,0.5,-68.81185150146484,-0.6022092700004578,5797.218471331,0.6849,44.38401601084975,-0.017641786485910416,4.999720919386457e-07,0.10474981628699312,-70.2030029296875,-0.0464961975812912,-0.6027500629425049,1740717219.8510613,-0.028854412958025932,98,,,,,,,,,,,,
98,98,0.5,-105.86644744873047,-0.5553315877914429,5856.566305486,0.6907,50.067836323760005,0.02084929123520851,4.999563941105054e-07,0.10581869196339101,-103.5098876953125,-0.025088099762797356,-0.5791183710098267,1740717279.1969936,-0.045937392860651016,99,,,,,,,,,,,,
99,99,0.5625,-84.3421401977539,-0.6408061385154724,5915.718480616,0.7023,49.429428531136644,-0.01631207764148712,4.999372083223342e-07,0.10688756763978889,-84.91729736328125,-0.06677258759737015,-0.6179826259613037,1740717338.3502712,-0.050460513681173325,100,,,,,,,,,,,,
100,100,0.75,-84.7849349975586,-0.5809218883514404,5975.214516075,0.6816,46.71116461630509,0.028110932558774948,4.999145348418557e-07,0.10795644331618678,-86.50675964355469,-0.013501008972525597,-0.5155989527702332,1740717397.8485677,-0.041611943393945694,101,,,,,,,,,,,,
101,101,0.5625,-99.79611206054688,-0.6442282199859619,6034.43049343,0.6848,46.16758070543857,-0.0006978325545787811,4.99888373985462e-07,0.10902531899258468,-102.44572448730469,-0.04562664031982422,-0.5001937747001648,1740717457.065488,-0.04492880403995514,102,,,,,,,,,,,,
102,102,0.6875,-87.37840270996094,-0.6294686794281006,6095.158299381,0.6773,45.01421176971053,0.046747464686632156,4.998587261182088e-07,0.11009419466898257,-92.58361053466797,-0.027453124523162842,-0.5988322496414185,1740717517.7952404,-0.0742005854845047,103,,,,,,,,,,,,
103,103,0.625,-75.56114959716797,-0.486225426197052,6154.258335392,0.6841,43.80861334807679,0.010431313887238503,4.998255916538106e-07,0.11116307034538045,-63.3658332824707,-0.02075331285595894,-0.5969524383544922,1740717576.890072,-0.03118462860584259,104,,,,,,,,,,,,
104,104,0.5,-100.4237060546875,-0.4977121353149414,6215.118472385,0.6874,46.78779630315958,-0.00784237589687109,4.997889710546347e-07,0.11223194602177834,-94.76436614990234,-0.05921854451298714,-0.6747075319290161,1740717637.7545376,-0.05137617141008377,105,,,,,,,,,,,,
105,105,0.5,-86.90638732910156,-0.518541157245636,6274.734489866,0.693,47.95136627188605,0.011578105390071869,4.997488648316951e-07,0.11330082169817624,-87.62559509277344,-0.09367610514163971,-0.374512255191803,1740717697.366802,-0.10525421798229218,106,,,,,,,,,,,,
106,106,0.5,-51.29143524169922,-0.34094464778900146,6335.026348649,0.6755,41.21489345989001,0.0008749626576900482,4.997052735446449e-07,0.11436969737457411,-51.17947769165039,-0.0925249308347702,-0.356585294008255,1740717757.66305,-0.09339989721775055,107,,,,,,,,,,,,
107,107,0.625,-70.11857604980469,-0.5761803984642029,6395.002288037,0.6804,43.15625539667007,0.022758593782782555,4.99658197801769e-07,0.11543857305097201,-73.28840637207031,-0.05148382484912872,-0.5359135866165161,1740717817.6332953,-0.07424241304397583,108,,,,,,,,,,,,
108,108,0.625,-80.90814971923828,-0.40807175636291504,6454.366290828,0.6734,45.29083540851931,0.04188878834247589,4.996076382599751e-07,0.1165074487273699,-85.41368865966797,-0.019206997007131577,-0.49136364459991455,1740717876.9981415,-0.06109578534960747,109,,,,,,,,,,,,
109,109,0.625,-85.10751342773438,-0.654653787612915,6513.902419965,0.6799,47.2285915615344,0.023225929588079453,4.99553595624785e-07,0.11757632440376779,-83.21668243408203,-0.032796431332826614,-0.6011343598365784,1740717936.5341113,-0.05602235719561577,110,,,,,,,,,,,,
110,110,0.875,-77.73493194580078,-0.4152698516845703,6574.906256518,0.669,43.54117570342677,0.06816435605287552,4.994960706503243e-07,0.11864520008016567,-81.65254974365234,-0.03036828339099884,-0.3548148572444916,1740717997.5437024,-0.09853264689445496,111,,,,,,,,,,,,
111,111,0.625,-90.01532745361328,-0.5900712013244629,6634.72647645,0.6837,43.279403746253806,0.06748121976852417,4.994350641393125e-07,0.11971407575656356,-94.21733856201172,-0.02776375599205494,-0.5802950859069824,1740718057.3573415,-0.09524497389793396,112,,,,,,,,,,,,
112,112,0.625,-66.13020324707031,-0.367408812046051,6694.962276082,0.6824,45.81615244083002,0.05407542362809181,4.99370576943051e-07,0.12078295143296146,-62.80467987060547,-0.05051984265446663,-0.32404276728630066,1740718117.5969796,-0.10459527373313904,113,,,,,,,,,,,,
113,113,0.5625,-49.00117492675781,-0.41644027829170227,6755.130346542,0.6782,42.59366753413031,0.057998258620500565,4.993026099614119e-07,0.12185182710935934,-52.33251953125,-0.04707933962345123,-0.42076602578163147,1740718177.761667,-0.10507760941982269,114,,,,,,,,,,,,
114,114,0.6875,-51.95271301269531,-0.5561351776123047,6813.390470502,0.6757,45.15251511862195,0.012661835178732872,4.992311641428251e-07,0.12292070278575723,-51.91795349121094,-0.07687030732631683,-0.6273180246353149,1740718236.0213995,-0.08953214436769485,115,,,,,,,,,,,,
115,115,0.4375,-90.5749282836914,-0.5544599890708923,6873.014205954,0.6767,44.27154435065259,-0.0045736078172922134,4.991562404842649e-07,0.12398957846215512,-73.6150131225586,-0.06311508268117905,-0.6246472001075745,1740718295.6454961,-0.058541473001241684,116,,,,,,,,,,,,
116,116,0.5,-88.69108581542969,-0.5802534818649292,6932.918391087,0.6786,46.13741956980987,0.021635059267282486,4.990778400312369e-07,0.12505845413855302,-82.44802856445312,-0.1011708527803421,-0.6337546706199646,1740718355.550117,-0.12280590832233429,117,,,,,,,,,,,,
117,117,0.5625,-88.90478515625,-0.36569470167160034,6992.642401892,0.6807,44.56332773710104,0.031914062798023224,4.989959638777622e-07,0.1261273298149509,-87.36785888671875,-0.07658368349075317,-0.5249689221382141,1740718415.2764695,-0.1084977388381958,118,,,,,,,,,,,,
118,118,0.8125,-93.9797592163086,-0.5019100308418274,7053.318489574,0.6686,44.15736587008115,0.07040093094110489,4.989106131663634e-07,0.12719620549134877,-84.16150665283203,-0.09837842732667923,-0.48455214500427246,1740718475.9523184,-0.1687793731689453,119,,,,,,,,,,,,
119,119,0.5625,-68.9918212890625,-0.33792388439178467,7112.68759026,0.6625,41.4493241867094,0.10411201417446136,4.988217890880474e-07,0.12826508116774668,-66.1685791015625,-0.10326145589351654,-0.42612165212631226,1740718535.322409,-0.2073734551668167,120,,,,,,,,,,,,
120,120,0.6875,-78.05009460449219,-0.3686174750328064,7170.818248136,0.6877,44.73101888506202,0.052260469645261765,4.987294928822901e-07,0.12933395684414456,-79.99946594238281,-0.08000041544437408,-0.42490774393081665,1740718593.452314,-0.13226088881492615,121,,,,,,,,,,,,
121,121,0.75,-72.53356170654297,-0.3784756362438202,7231.102257307,0.6599,42.33239795523214,0.12580297887325287,4.986337258370177e-07,0.13040283252054247,-69.78923034667969,-0.037751756608486176,-0.31256747245788574,1740718653.7363493,-0.16355472803115845,122,,,,,,,,,,,,
122,122,0.625,-65.4614028930664,-0.6890989542007446,7289.85431815,0.6696,43.62771256754285,0.07337929308414459,4.985344892885899e-07,0.13147170819694035,-68.70664978027344,-0.09671149402856827,-0.6204403638839722,1740718712.488278,-0.17009079456329346,123,,,,,,,,,,,,
123,123,0.6875,-47.92559814453125,-0.5052405595779419,7350.734497706,0.6835,43.016312900364625,0.02785462886095047,4.984317846217808e-07,0.13254058387333822,-57.545257568359375,-0.015615910291671753,-0.503559947013855,1740718773.371903,-0.04347054287791252,124,,,,,,,,,,,,
124,124,0.4375,-82.732421875,-0.381819486618042,7409.542433233,0.6732,48.453726637184054,0.08797284215688705,4.983256132697594e-07,0.13360945954973613,-83.71428680419922,-0.03382980823516846,-0.5137896537780762,1740718832.1772928,-0.12180264294147491,125,,,,,,,,,,,,
125,125,0.75,-57.06193161010742,-0.5387668609619141,7468.554292874,0.6917,43.207692756954366,0.0529714897274971,4.982159767140698e-07,0.134678335226134,-66.14271545410156,-0.07743079960346222,-0.539339542388916,1740718891.186489,-0.13040228188037872,126,,,,,,,,,,,,
126,126,0.5625,-66.6832275390625,-0.5943475961685181,7527.13452675,0.68,43.642396414829236,-0.005378885194659233,4.981028764846106e-07,0.1357472109025319,-68.79625701904297,-0.10849050432443619,-0.5561849474906921,1740718949.7669785,-0.10311160981655121,127,,,,,,,,,,,,
127,127,0.625,-75.32035827636719,-0.5831508040428162,7587.122307798,0.6819,47.852186052918185,0.04151177778840065,4.979863141596135e-07,0.1368160865789298,-85.84554290771484,-0.11287836730480194,-0.5803272724151611,1740719009.7513592,-0.1543901413679123,128,,,,,,,,,,,,
128,128,0.625,-92.55918884277344,-0.6177703142166138,7647.486460805,0.6679,43.87662682896236,0.07644587755203247,4.97866291365621e-07,0.13788496225532768,-87.72881317138672,-0.17469853162765503,-0.5528950691223145,1740719070.1195471,-0.2511444091796875,129,,,,,,,,,,,,
129,129,0.625,-107.53669738769531,-0.6639763712882996,7706.69038063,0.6728,46.46083974375916,0.11316653341054916,4.97742809777464e-07,0.13895383793172555,-107.46064758300781,-0.16154585778713226,-0.6397420763969421,1740719129.3227172,-0.2747124135494232,130,,,,,,,,,,,,
130,130,0.75,-97.90583801269531,-0.8836582899093628,7766.902306766,0.6727,46.220086205772304,0.0986086055636406,4.976158711182386e-07,0.14002271360812346,-110.00123596191406,-0.15043488144874573,-0.7846309542655945,1740719189.5365987,-0.24904346466064453,131,,,,,,,,,,,,
131,131,0.6875,-82.11119842529297,-0.5002804398536682,7826.270295983,0.6533,42.437992687272924,0.13427503407001495,4.974854771592814e-07,0.14109158928452134,-62.3252067565918,-0.07649607956409454,-0.5324732065200806,1740719248.9041903,-0.2107710987329483,132,,,,,,,,,,,,
132,132,0.4375,-90.5069808959961,-0.6718424558639526,7887.33447092,0.6735,51.03317796753581,0.059097886085510254,4.973516297201458e-07,0.14216046496091922,-87.12068939208984,-0.30779051780700684,-0.6170128583908081,1740719309.9675422,-0.3668884038925171,133,,,,,,,,,,,,
133,133,0.5625,-66.1380386352539,-0.5593631863594055,7947.31431019,0.6919,42.78264613278869,0.008674975484609604,4.972143306685754e-07,0.14322934063731713,-74.43128967285156,-0.12509234249591827,-0.4079565107822418,1740719369.946959,-0.13376732170581818,134,,,,,,,,,,,,
134,134,0.75,-93.81725311279297,-0.43955695629119873,8007.390344575,0.6666,48.88354074955491,0.07083696871995926,4.970735819204788e-07,0.144298216313715,-89.00848388671875,-0.12371791899204254,-0.6006692051887512,1740719430.0225663,-0.1945548802614212,135,,,,,,,,,,,,
135,135,0.5625,-87.56919860839844,-0.7249144911766052,8074.422350335,0.694,48.88880404664647,0.08261526376008987,4.969293854399026e-07,0.1453670919901129,-91.46183013916016,-0.1471862643957138,-0.6370061635971069,1740719497.0580454,-0.2298015058040619,136,,,,,,,,,,,,
136,136,0.625,-97.71815490722656,-0.3154255151748657,8134.726390328,0.6966,48.82242883476263,0.019277971237897873,4.967817432390041e-07,0.1464359676665108,-104.67274475097656,-0.16542606055736542,-0.3731001019477844,1740719557.3607943,-0.18470405042171478,137,,,,,,,,,,,,
137,137,0.6875,-63.82374954223633,-0.3909800052642822,8194.426472135,0.6507,43.57898293117149,0.10430997610092163,4.966306573780231e-07,0.14750484334290867,-61.37272644042969,-0.03449244052171707,-0.45573392510414124,1740719617.058196,-0.1388024091720581,138,,,,,,,,,,,,
138,138,0.375,-70.56532287597656,-0.4734816551208496,8253.426449727,0.6707,46.52389658958882,-0.03180127590894699,4.964761299652529e-07,0.14857371901930658,-62.52361297607422,-0.12584030628204346,-0.48604121804237366,1740719676.0570357,-0.09403903037309647,139,,,,,,,,,,,,
139,139,0.6875,-79.47637939453125,-0.4402479827404022,8311.718442794,0.6612,43.61156239896365,0.0557233951985836,4.963181631570116e-07,0.14964259469570446,-76.82960510253906,-0.13929268717765808,-0.4820849299430847,1740719734.3483953,-0.1950160712003708,140,,,,,,,,,,,,
140,140,0.5625,-99.23882293701172,-0.47500574588775635,8371.578347532,0.6799,70.71216749741542,0.0612356960773468,4.961567591576111e-07,0.15071147037210234,-104.80465698242188,-0.166002094745636,-0.5231016874313354,1740719794.2113533,-0.22723780572414398,141,,,,,,,,,,,,
141,141,0.5625,-83.69570922851562,-0.515312910079956,8432.474252065,0.6795,42.90178125603625,0.003245243802666664,4.959919202193272e-07,0.15178034604850024,-92.2732925415039,-0.16622294485569,-0.4239533841609955,1740719855.104971,-0.16946817934513092,142,,,,,,,,,,,,
142,142,0.625,-85.37440490722656,-0.44664034247398376,8492.794392097,0.6929,45.76861074080728,0.12453478574752808,4.958236486423676e-07,0.15284922172489812,-83.21414184570312,-0.10068502277135849,-0.5207177400588989,1740719915.4242766,-0.22521980106830597,143,,,,,,,,,,,,
143,143,0.5,-67.30635070800781,-0.43213704228401184,8552.498361637,0.6537,41.84518239263577,0.0605161190032959,4.9565194677484e-07,0.153918097401296,-64.17997741699219,-0.04991064593195915,-0.5334939956665039,1740719975.1290166,-0.11042676866054535,144,,,,,,,,,,,,
144,144,0.625,-89.11796569824219,-0.7099441885948181,8612.2983746,0.686,45.483396277331835,0.08649223297834396,4.954768170127194e-07,0.1549869730776939,-78.99256134033203,-0.058588430285453796,-0.5985062122344971,1740720034.9349504,-0.14508064091205597,145,,,,,,,,,,,,
145,145,0.6875,-85.687255859375,-0.4523180425167084,8673.666288293,0.6794,45.73743350425278,0.08086911588907242,4.952982617998142e-07,0.15605584875409179,-84.2699203491211,-0.3122856616973877,-0.3666270971298218,1740720096.2965286,-0.3931547999382019,146,,,,,,,,,,,,
146,146,0.5625,-95.52926635742188,-0.40132927894592285,8734.006472412,0.6989,51.7345333562403,0.03588402271270752,4.951162836277332e-07,0.15712472443048967,-109.07935333251953,-0.19393695890903473,-0.3263910710811615,1740720156.636721,-0.22982096672058105,147,,,,,,,,,,,,
147,147,0.4375,-64.07199096679688,-0.5466347932815552,8793.446498959,0.6699,41.81449100142713,0.0063913799822330475,4.949308850358493e-07,0.15819360010688757,-65.16400909423828,-0.1445932537317276,-0.5003332495689392,1740720216.0778537,-0.15098464488983154,148,,,,,,,,,,,,
148,148,0.5625,-83.68360137939453,-0.5496299862861633,8852.846418517,0.6453,45.7253231385016,0.07664310932159424,4.947420686112657e-07,0.15926247578328545,-83.05394744873047,-0.10543348640203476,-0.47859182953834534,1740720275.4797513,-0.1820765882730484,149,,,,,,,,,,,,
149,149,0.75,-64.68175506591797,-0.6040810346603394,8911.850395513,0.683,48.8464490851469,0.07452480494976044,4.94549836988778e-07,0.16033135145968336,-58.74684143066406,-0.12182284146547318,-0.5412359833717346,1740720334.484051,-0.19634763896465302,150,,,,,,,,,,,,
150,150,0.3125,-102.90896606445312,-0.5973659157752991,8971.234459009,0.7044,52.18284485438071,-0.028110280632972717,4.943541928508394e-07,0.16140022713608124,-105.80140686035156,-0.18619392812252045,-0.5975399017333984,1740720393.8687978,-0.15808366239070892,151,,,,,,,,,,,,
151,151,0.6875,-59.572566986083984,-0.5918875932693481,9031.090290659,0.6922,41.470006965622396,0.05488104000687599,4.941551389275217e-07,0.16246910281247912,-62.0017204284668,-0.05172030255198479,-0.47322267293930054,1740720453.7256813,-0.10660134255886078,152,,,,,,,,,,,,
152,152,0.6875,-72.99626159667969,-0.5786287784576416,9089.042492711,0.676,46.63667744517566,0.1110573336482048,4.939526779964777e-07,0.16353797848887702,-82.59121704101562,-0.1215159222483635,-0.4343647360801697,1740720511.6736524,-0.2325732707977295,153,,,,,,,,,,,,
153,153,0.5625,-73.1522445678711,-0.26545119285583496,9147.590286115,0.6633,43.93471244685024,0.18037211894989014,4.93746812882903e-07,0.1646068541652749,-70.44929504394531,-0.08891598880290985,-0.2723637521266937,1740720570.2219157,-0.2692881226539612,154,,,,,,,,,,,,
154,154,0.875,-70.17562866210938,-0.3772563338279724,9207.238318996,0.6447,39.421027366485326,0.18372762203216553,4.935375464594956e-07,0.16567572984167278,-77.68885040283203,-0.024817846715450287,-0.32970529794692993,1740720629.8690057,-0.2085454761981964,155,,,,,,,,,,,,
155,155,0.875,-58.484901428222656,-0.4727669954299927,9265.998452011,0.671,45.85582383376629,0.13406677544116974,4.933248816464167e-07,0.1667446055180707,-60.573211669921875,-0.019867604598402977,-0.5823769569396973,1740720688.630929,-0.15393438935279846,156,,,,,,,,,,,,
156,156,0.5,-86.43012237548828,-0.6055798530578613,9324.530259155,0.6709,46.119206785280035,0.04886387661099434,4.931088214112493e-07,0.16781348119446857,-91.01052856445312,-0.15150023996829987,-0.5275439023971558,1740720747.1624105,-0.2003641128540039,157,,,,,,,,,,,,
157,157,0.4375,-67.05523681640625,-0.5071685314178467,9384.702217364,0.6689,47.11612714543011,0.16441501677036285,4.928893687689571e-07,0.16888235687086645,-72.97325897216797,-0.11627399921417236,-0.527096688747406,1740720807.3350816,-0.2806890308856964,158,,,,,,,,,,,,
158,158,0.6875,-82.20980072021484,-0.492992639541626,9444.022502763,0.6595,43.47212172906629,0.07073603570461273,4.926665267818425e-07,0.16995123254726435,-90.80267333984375,-0.1358439028263092,-0.44410693645477295,1740720866.6593583,-0.20657995343208313,159,,,,,,,,,,,,
159,159,0.5625,-89.74797058105469,-0.5402116179466248,9501.867240021,0.6862,46.28143408198143,0.07565061002969742,4.924402985595037e-07,0.17102010822366223,-86.99980926513672,-0.14193733036518097,-0.4655208885669708,1740720924.5416548,-0.21758794784545898,160,,,,,,,,,,,,
160,160,0.625,-120.90833282470703,-0.32209646701812744,9563.222463056,0.6538,48.76212984003563,0.03386369347572327,4.922106872587913e-07,0.1720889839000601,-107.98931884765625,-0.24804291129112244,-0.4670281708240509,1740720985.861943,-0.2819066047668457,161,,,,,,,,,,,,
161,161,0.4375,-83.09564208984375,-0.5581875443458557,9623.690325829,0.6929,45.38275404503642,-0.011265914887189865,4.91977696083764e-07,0.17315785957645802,-84.35507202148438,-0.23181992769241333,-0.46613702178001404,1740721046.3213394,-0.22055402398109436,162,,,,,,,,,,,,
162,162,0.625,-78.62483978271484,-0.3949936032295227,9682.898433824,0.7004,44.49043108857607,0.02764621563255787,4.91741328285645e-07,0.1742267352528559,-76.27119445800781,-0.13053718209266663,-0.4866729974746704,1740721105.531722,-0.15818338096141815,163,,,,,,,,,,,,
163,163,0.8125,-78.8035659790039,-0.5381537675857544,9742.846528904,0.6424,44.373760720737074,0.07644763588905334,4.915015871627751e-07,0.1752956109292538,-74.09825134277344,-0.13037517666816711,-0.5324955582618713,1740721165.4784648,-0.20682281255722046,164,,,,,,,,,,,,
164,164,0.6875,-92.86094665527344,-0.5306643843650818,9802.602437616,0.6734,46.898661246014065,0.14129143953323364,4.912584760605676e-07,0.17636448660565168,-84.57673645019531,-0.13630566000938416,-0.7122145891189575,1740721225.2364423,-0.2775970995426178,165,,,,,,,,,,,,
165,165,0.625,-91.1683349609375,-0.4779069423675537,9861.626372769,0.6527,48.39558879275502,0.1691308170557022,4.910119983714616e-07,0.17743336228204956,-90.60467529296875,-0.17557331919670105,-0.519665539264679,1740721284.3020341,-0.34470415115356445,166,,,,,,,,,,,,
166,166,0.5,-113.13200378417969,-0.5650697946548462,9920.836000841,0.664,47.47379735204865,0.03694966435432434,4.907621575348742e-07,0.17850223795844747,-107.06887817382812,-0.13494673371315002,-0.6742099523544312,1740721343.5117846,-0.17189639806747437,167,,,,,,,,,,,,
167,167,0.75,-87.25033569335938,-0.5652615427970886,9980.84171857,0.6795,44.48901562882656,0.08924153447151184,4.90508957037153e-07,0.17957111363484535,-91.95895385742188,-0.1868765652179718,-0.4198756217956543,1740721403.517365,-0.27611809968948364,168,,,,,,,,,,,,
168,168,0.5,-98.77371215820312,-0.6378183364868164,10040.390231838,0.6652,45.126408449456484,0.04932072386145592,4.90252400411527e-07,0.18063998931124323,-98.07467651367188,-0.1472957283258438,-0.6102269291877747,1740721463.0658245,-0.19661644101142883,169,,,,,,,,,,,,
169,169,0.75,-71.11135864257812,-0.3803322911262512,10100.430371083,0.6619,49.89811813907138,0.09002162516117096,4.899924912380578e-07,0.18170886498764113,-67.73503112792969,-0.1542772352695465,-0.47598975896835327,1740721523.1059136,-0.24429884552955627,170,,,,,,,,,,,,
170,170,0.625,-76.01034545898438,-0.5279130935668945,10160.398209847,0.6567,43.29606301444929,0.09014065563678741,4.897292331435892e-07,0.182777740664039,-73.03116607666016,-0.13540160655975342,-0.5686473250389099,1740721583.073735,-0.22554227709770203,171,,,,,,,,,,,,
171,171,0.6875,-100.7293701171875,-0.26704835891723633,10220.853090137,0.6885,55.60643624285296,0.07695888727903366,4.894626298016969e-07,0.1838466163404369,-98.617431640625,-0.19796888530254364,-0.2956402599811554,1740721643.5287662,-0.2749277949333191,172,,,,,,,,,,,,
172,172,0.875,-85.61014556884766,-0.4551439881324768,10280.107290753,0.6269,46.71270865327279,0.1758769005537033,4.891926849326368e-07,0.1849154920168348,-70.95890045166016,-0.13366229832172394,-0.5177677869796753,1740721702.7828717,-0.30953916907310486,173,,,,,,,,,,,,
173,173,0.375,-104.71600341796875,-0.4095695912837982,10339.309815297,0.6655,45.92383588474432,-0.026535168290138245,4.889194023032938e-07,0.18598436769323268,-93.16069030761719,-0.2600573003292084,-0.37924277782440186,1740721761.9853585,-0.23352213203907013,174,,,,,,,,,,,,
174,174,0.625,-83.8183364868164,-0.6482874751091003,10397.797963057,0.6463,43.574311790168316,0.04942689836025238,4.886427857271284e-07,0.18705324336963056,-88.98834991455078,-0.18525974452495575,-0.562707245349884,1740721820.4736264,-0.23468664288520813,175,,,,,,,,,,,,
175,175,0.625,-64.24702453613281,-0.4846976101398468,10457.672288123,0.6402,41.872576803792924,0.12548531591892242,4.883628390641242e-07,0.18812211904602846,-60.83909606933594,-0.13373243808746338,-0.4961157441139221,1740721880.3479795,-0.259217768907547,176,,,,,,,,,,,,
176,176,0.6875,-88.32830810546875,-0.4679147005081177,10517.731402686,0.6615,46.236988534570465,0.13589629530906677,4.880795662207338e-07,0.18919099472242634,-73.22030639648438,-0.13584575057029724,-0.5584799647331238,1740721940.4071262,-0.271742045879364,177,,,,,,,,,,,,
177,177,0.5625,-80.46920013427734,-0.6127310395240784,10576.446301593,0.654,44.445767095588124,0.12586000561714172,4.87792971149824e-07,0.19025987039882425,-77.63250732421875,-0.21032842993736267,-0.5653226375579834,1740721999.0790303,-0.3361884653568268,178,,,,,,,,,,,,
178,178,0.75,-101.35897827148438,-0.5359383821487427,10636.782363197,0.6472,44.77612724647462,0.09953772276639938,4.875030578506209e-07,0.19132874607522213,-114.16670989990234,-0.15801838040351868,-0.6145740747451782,1740722059.4130888,-0.25755611062049866,179,,,,,,,,,,,,
179,179,0.75,-104.091552734375,-0.5472060441970825,10702.842505685,0.6697,44.84424165734642,0.13752146065235138,4.872098303686543e-07,0.19239762175162,-99.2264633178711,-0.18475337326526642,-0.6489670276641846,1740722125.4730473,-0.3222748339176178,180,,,,,,,,,,,,
180,180,0.5625,-69.93392944335938,-0.5775823593139648,10762.738453857,0.6169,44.66990580939259,0.02271229587495327,4.869132927957006e-07,0.19346649742801791,-73.08576202392578,-0.2597370743751526,-0.5648021697998047,1740722185.3711526,-0.2824493944644928,181,,,,,,,,,,,,
181,181,0.5,-75.31023406982422,-0.45536357164382935,10822.750298218,0.6646,51.27229774564064,0.09794637560844421,4.866134492697266e-07,0.1945353731044158,-69.74921417236328,-0.16496683657169342,-0.44978460669517517,1740722245.3832524,-0.26291322708129883,182,,,,,,,,,,,,
182,182,0.5,-96.66110229492188,-0.604627251625061,10882.43832763,0.679,44.43544684134832,0.04520466551184654,4.863103039748308e-07,0.19560424878081367,-84.4091567993164,-0.2325204610824585,-0.6270161867141724,1740722305.0707648,-0.27772513031959534,183,,,,,,,,,,,,
183,183,0.3125,-82.09439849853516,-0.5845189094543457,10943.538426163,0.7454,54.35848926661523,-0.2141391783952713,4.860038611411861e-07,0.19667312445721158,-84.23499298095703,-0.39241141080856323,-0.5273590087890625,1740722366.177674,-0.17827218770980835,184,,,,,,,,,,,,
184,184,0.375,-74.37018585205078,-0.5279285907745361,11004.226421627,0.6564,44.68782953928674,-0.03793967142701149,4.856941250449794e-07,0.19774200013360946,-84.41620635986328,-0.3255763053894043,-0.5397989749908447,1740722426.8587172,-0.2876366078853607,185,,,,,,,,,,,,
185,185,0.75,-83.49310302734375,-0.6392827033996582,11063.81030052,0.6757,44.565666768262226,0.1265379786491394,4.853811000083534e-07,0.19881087581000734,-76.40972137451172,-0.19856329262256622,-0.5053231120109558,1740722486.4437642,-0.3251012861728668,186,,,,,,,,,,,,
186,186,0.75,-85.54568481445312,-0.6525815725326538,11123.050384647,0.6234,44.387310965704486,0.20196355879306793,4.85064790399345e-07,0.19987975148640524,-90.66848754882812,-0.13086436688899994,-0.6231853365898132,1740722545.681468,-0.33282792568206787,187,,,,,,,,,,,,
187,187,0.5,-67.96257019042969,-0.568001389503479,11182.29034711,0.7014,45.84745357477765,-0.029403841122984886,4.847452006318253e-07,0.20094862716280312,-76.73479461669922,-0.2660485506057739,-0.5193867087364197,1740722604.9230297,-0.2366447150707245,188,,,,,,,,,,,,
188,188,0.6875,-50.582855224609375,-0.5789964199066162,11241.072690123,0.6497,44.97834509119176,0.1599309742450714,4.844223351654375e-07,0.202017502839201,-52.855674743652344,-0.18688735365867615,-0.6188464164733887,1740722663.7484038,-0.34681832790374756,189,,,,,,,,,,,,
189,189,0.6875,-87.41896057128906,-0.6306697130203247,11300.715248159,0.6292,45.315922664964916,0.08533255755901337,4.840961985055348e-07,0.2030863785155989,-85.79580688476562,-0.22889967262744904,-0.6762850284576416,1740722723.3909998,-0.3142322599887848,190,,,,,,,,,,,,
190,190,0.5625,-106.88431549072266,-0.47188690304756165,11361.219689679,0.6625,45.94813677107223,0.16421273350715637,4.837667952031176e-07,0.2041552541919968,-99.53321838378906,-0.31783097982406616,-0.49198752641677856,1740722783.8953516,-0.4820437431335449,191,,,,,,,,,,,,
191,191,0.8125,-75.09075927734375,-0.6543649435043335,11421.931391544,0.6589,42.720242210498355,0.08334580063819885,4.834341298547697e-07,0.2052241298683947,-76.65707397460938,-0.2257121056318283,-0.6074700951576233,1740722844.607033,-0.30905789136886597,192,,,,,,,,,,,,
192,192,0.6875,-76.75296020507812,-0.5829968452453613,11488.610484508,0.6581,46.76444526933481,0.18415893614292145,4.830982071025948e-07,0.20629300554479257,-72.54287719726562,-0.19652605056762695,-0.6567306518554688,1740722911.2424867,-0.3806850016117096,193,,,,,,,,,,,,
193,193,0.625,-71.55654907226562,-0.6097445487976074,11546.474266831,0.6865,42.335110708259904,0.06777220219373703,4.827590316341508e-07,0.20736188122119045,-69.96014404296875,-0.15693244338035583,-0.5389079451560974,1740722969.1127243,-0.22470465302467346,194,,,,,,,,,,,,
194,194,0.625,-61.78790283203125,-0.48928970098495483,11605.386481192,0.6489,40.91928783864369,0.06852474808692932,4.824166081823852e-07,0.20843075689758836,-63.40944290161133,-0.22080451250076294,-0.501431405544281,1740723028.0171254,-0.28932926058769226,195,,,,,,,,,,,,
195,195,0.625,-117.09634399414062,-0.39292728900909424,11664.806696602,0.6375,48.11091495138127,0.32061460614204407,4.820709415255689e-07,0.20949963257398624,-102.00094604492188,-0.18181182444095612,-0.6535000205039978,1740723087.4359393,-0.5024264454841614,196,,,,,,,,,,,,
